,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
567,“Zorro reboot series in the works“,"Inside his hacienda,
The grizzled hero sits,
His heart’s impedimenta
Depressing him in fits.
 
The California weather
Creates a promised land,
Though pouting in his leather
He senses only sand.
 
The fiendish caballeros,
They can no longer harm
The innocent rancheros,
Half-starving on the farm.
 
A one-time oligarchy,
El pueblo now control
The government’s hierarchy,
With libertad its goal.
 
Yet now the former victims
Have morphed into the brutes
He ousted, and their dictums
Are backed up with their boots.
 
He fought with the assumption
That evil was a class,
Who hoarded all corruption.
But now he’s learned, alas,
 
That every group is evil,
That every man is prone
To whims that are medieval,
Which can’t be overthrown.
 
“Mierda!” he pronounces
And catapults his blade,
Then bitterly renounces
The character he played.
 
He will not ride tomorrow.
He’ll weep and fill his flask,
Then light a fat cigarro
And burn his famous mask.
 

",,,,,,34,945
568,"… “[Oreos] are being used in new high-tech rat traps, which have been spotted around the city.","Oreos have met the test:
Peanut butter is the best.
Rats get hooked on easy bait,
then are tricked and meet their fate.

PETA, though, is not a fan.
It objects, and if it can,
it will protest and subvert.
Rats, like people, shouldn’t be hurt.

They’re just trying to get by.
That shouldn’t mean they have to die.
Clean the garbage up instead.
No New Yorker should be dead.

Spend the money and the time.
Being hungry’s not a crime.
No one should condemn their foes
just for craving Oreos!


",,,,,,94,491
569,"… “The oysters, which act as nonstop water filters, were added to the Hudson Riveras part of an ongoing project to rehabilitate the polluted waterways around the city.","Oysters are coming back Ta ta
but don’t reach for your fork.
It’s good for us and good for them
and good for Old New York!

Yet, you will have to wait a bit
if you’re a Gent of Taste,
since they’ve absorbed some “centuries’ worth”
of sewage, trash, and waste.

Still, do not fret. We clever chaps
find means to serve our ends.
You need not eat. Just throw a bash
and serve them to your friends.

Then read the headlines in the Times.
They love to print a scoop.
Imagine! Would-Be Swells and Toffs
Join Oysters in the Soup.


",,,,,,167,525
570,A 100-year-old fruitcake believed to be from the Scott expedition has been found in a nearly “edible” state in the Antarctic. ,"Captain Robert Falcon Scott,
in A.D. nineteen hundred ten,
sailed from Wales, so go the tales,
with sixty-four courageous men.

Among provisions on the ship
were petrol, ponies, dogs, and skis,
a frying pan for the pemmican,
and tonnes of relish, jams, and cheese.

Moreover, Mrs. Scott had packed
(lest Robert tire of penguin steaks,
biscuits and beans and canned sardines)
the Rodney Dangerfield of cakes.

But in his haste to reach the Pole,
(though Amundsen had beaten him to it)
Scott left the chunk inside his trunk
where none would ever find or chew it.

And there it languished till today
in a lonely hut on Cape Adare,
still wrapped up in its rusty tin,
moist and none the worse for wear.

Though Captain Robert Falcon Scott
did not return to the land of the living,
in snow and ice, full of dates and spice,
lies the gift that keeps on giving.


",,,,,,126,856
571,A white rhino named Queenie “is the latest in a series of animals at the park to be named after members of the royal family.,"The precious arrivals are given the names
Of persons of royal distinction.
They’re part of a program of breeding which aims
To counter the threat of extinction.

But too small a gene pool can make itself felt,
If suitable partners are few.
There’s always the risk of compounding a fault—
It happens in animals, too.


",,,,,,124,318
572,"According to a July 2 AP report, “A Massachusetts man has returned long overdue booksthat were checked out in the 1920s and 1930s to the Somerville Public Library…(He) will not be charged late fees as the library stopped charging the fees as of July 1.”","Higgledy-priggledy,
Somerville Library
stood to make thousands in
late fees, but wait—

thanks to their very own
library-mandated
edict, they found they were
one day too late.


",Silly,,,,,253,178
573,"According to the Los Angeles Times, Marianne Williamson has stated that A Course in Miracles is “a complete system,” and every problem can be solved by consulting it.","Wonkety bonkety,
Marianne Williamson
knows how to deal with a
dark psychic force:

put the U.S. on a
government-mandated
self-transformational
Miracle Course.


",Silly,,,,,166,161
574,"Although Tom Brady won nine conference championships for the Patriots, including three in the previous four years, they traded him to the Tampa Bay Buccaneers. This year Brady’s Bucs won the championship, while the Patriots had their worst season in 20 years. The Patriots’ trade has been called “the worst transaction in Boston sports history.” When the Bucs won, Brady was not only vindicated but also paid a $500,000 incentive.","Tampity champity
Brady the Quarterback,
leaving the Patriots
looking like schmucks,

furthered his legacy
uninterruptedly,
perfectly happy with
all his new Bucs.


",Silly,,,,,430,164
575,Blood and Beauty on a Texas Exotic Game Ranch,"Seems that Texas is a nexus
of endangered species fans.
No narcotic’s like exotics
shot from tanks or armored vans.

You will pay just fifteen K
to shoot a wildebeest. (A bongo
sets you back a bigger stack,
but you will feel you’re in the Congo.)

It’s high tech, the chief exec
says of his hunting operation.
Take note of the burning love
we give the beasts, for conservation.

They can run, enjoy the sun,
on eighteen thousand wild acres.
Numbers grow because we show
that captive herds are moneymakers.


",Topical/Witty/Wit-Wordplay,,,,,45,508
576,"British passports will be navy blue after Brexit,says Home Office. ","Oh, thank you, Brexit-lovers—
Not those who say Remain—
For burgundy-blotched covers
True-blue and proud again!

How well they’ll warm the nation
Those passports lettered gold
In global isolation
And economic cold!


",,,,,,67,217
577,Do “all roads lead to Putin?” House Speaker Nancy Pelositold The Washington Postshe asked President Trump that question before she left a White Housemeeting.,"Do “all roads lead to Putin”?
Why, yes, that now seems clear,
as Nancy said to Donald,
and that has led to here,

Though what that next may lead to
is anybody’s guess.
The road ahead is murky,
but must we take it? Yes.


",,,,,,157,221
578,"Dominic Cummimgs, Boris Johnson’s chief advisor, made a return trip to Durham during the lockdown. Three members of the public are bringing private prosecutions against him. One of them said: “What Cummings did demonstrated that at the moment in the UK if you are rich and have powerful friends the law doesn’t apply to you.’”","Cummings is a-going out;
Confinement doesn’t suit him.
Disgruntled voters have no doubt
That Boris ought to boot him.

Cummings is a-going out;
“My son needs care,” he smiles.
“The trip to Durham,” people shout,
“Is several hundred miles!”

Cummings is a-going out;
“Of course I am!” he chortles.
“The rules that I’m allowed to flout
Were made for lesser mortals.”

Cummings is a-going out;
He snarls at his accusers.
“I’m privileged, I’ve got the clout,
So bugger off, you losers!”


",,,,,,326,485
579,"Donald Trump once described Mitch McConnell as his ‘ace in the hole’ … in a foreword to [McConnell’s] autobiography …[But] speaking to the Washington Post … Trump said he told McConnell: “‘Why don’t you write it for me and I’ll put it in, Mitch?’ Because that’s the way life works.","A blurb by TRUMP! You made your pitch;
I classed it with the perks
You earned when Garland hit the ditch;
But those were different circs,

And non-self-praise is something which
I grudge to two-faced jerks;
So now I say you wrote it, Mitch,
’Cause that’s how my life works.


",,,,,,281,276
580,Downgraded credit ratings signal “rising prospects that Moscow will soon default on external loans for the first time in more than a century.,"Rubledy troubledy
Russia’s economy
struggles, and Moscow can’t
pay back a loan.

Putin is peeved, but the
creditability
crisis is no one’s de-
fault but his own.


",Silly,,,,,141,164
581,FBI attempting to unshred Michael Cohen shredded documents.“,"A technological wonder
That makes you wonder whether
What man has put asunder
The Bureau can put together.
 
",Topical/Witty/Wit-Wordplay,,,,,60,109
582,"Florida woman wins conch-blowing contest—and a marriage proposalFellow conch player Rick Race, 73 … dropped to one knee on stage and proposed to [Mary Lou] Smith, 70. She responded by coaxing a hearty note from the shell, as onlookers cheered.","O charming was the conch she blew!
Admirers clustered thick;
But none would do for Mary Lou
But Concho Honcho Rick.

Rick Race, his name: a concher-wonk,
By nobody impressed
Till Mary Lou performed a conch
Concerto in Key West.

Such hearty concord filled the air,
He dropped upon one knee,
Whereat she coaxed her conch to bare
Its heart’s concavity.

Then all around began to cheer,
And bang the honky tonk,
The surfboard, and the chandelier,
In time with conch and conch:

For Mary Lou had won her Race,
Her very best encore;
While one might trace in Race’s face
The conscious conqueror.


",Topical/Witty/Wit-Wordplay,,,,,243,592
583,Former tennis star “Boris Becker jailed for two years for hiding assets after bankruptcy,"A man of many faces,
Who bumbled into crime,
Once famed for serving aces,
Is now just serving time.

His shot at expiation
Was hit with too much spin,
And hence his new location,
No longer OUT! but IN!

The moral of this folly?
When candor falls so short,
One can expect a volley,
In quite a different court.


",,,,,,88,311
584,"In 430 BC, Thucydides contracted and survived the Plague of Athens, which killed an estimated 75,000 to 100,000 people. According to Wikipedia, he “developed an understanding of human nature to explain behavior in such crises as plagues…” and “has been dubbed the father of ‘scientific history.’”","Wikidy sickedy
Father Thucydides
lived through, and wrote of, a
virus from hell,

though he was said to have
multimorbidities
and, scholars tell us, no
hoard of Purell.


",Silly,,,,,296,171
585,"Inflation “jumped 7.9 percent over the [past year], the sharpest spike since 1982.That means Pennsylvania residents paid more than 17 percent more for meat, poultry and eggs,10.9 percent more for cereals, and 5.4 percent more for fruits and vegetables.","Ethical schmethical
Fine Philadelphians
Turn vegetarian,
Vegan, and lean,

Shunning the cheesesteak and
Hyperobesity:
Saving our Gaia? No,
Saving their Green.


",Silly,,,,,252,161
